@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

iris,4,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062092,0.221594,13.970588,47.007095,23.774438,9.354864,14.419573,1.584963,0.623658,0.961305,20.925614,1.395041,88.017283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0.001,0.000146,0.000271,0.146,0.271,12262,10633,2353,93.333333,35.555556,?
iris,4,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0.000201,0.000735,0.201,0.735,12262,10633,2353,100,33.333333,?
iris,5,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0.000172,0.000281,0.172,0.281,12262,10633,2353,100,33.333333,?
iris,5,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,12,3,0,80,20,0,0.7,0.106155,0.288945,23.884872,61.294477,23.774438,11.925658,11.84878,1.584963,0.795044,0.789919,18.354821,1.223655,77.204016,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.8,0.1,0.9,0.2,0.805556,0.8,0.79798,0.703451,0.933333,0.871429,0.79798,0.8,0.001,0,0.00021,0.000439,0.21,0.439,12262,10633,2353,93.333333,37.777778,?
iris,5,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0.000441,0.000309,0.441,0.309,12262,10633,2353,100,33.333333,?
iris,5,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000217,0.000335,0.217,0.335,12262,10633,2353,100,33.333333,?
iris,5,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062092,0.221594,13.970588,47.007095,23.774438,9.354864,14.419573,1.584963,0.623658,0.961305,20.925614,1.395041,88.017283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0.000195,0.000299,0.195,0.299,12262,10633,2353,93.333333,35.555556,?
iris,5,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000179,0.000233,0.179,0.233,12262,10633,2353,100,33.333333,?
iris,5,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.032626,0.099799,7.340754,21.170482,23.774438,1.270949,22.503488,1.584963,0.08473,1.500233,22.503488,1.500233,94.654135,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0.000153,0.00023,0.153,0.23,12262,10633,2353,100,37.777778,?
iris,5,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.091503,0.262266,20.588235,55.635095,23.774438,10.932737,12.8417,1.584963,0.728849,0.856113,19.347741,1.289849,81.380436,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.95,0.9,0.861111,0.866667,0,0,0.000151,0.00031,0.151,0.31,12262,10633,2353,93.333333,37.777778,?
iris,5,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062037,0.221593,13.958401,47.006928,23.774438,9.353098,14.421339,1.584963,0.62354,0.961423,20.92738,1.395159,88.024711,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0.001,0.000539,0.000226,0.539,0.226,12262,10633,2353,93.333333,35.555556,?
iris,5,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062037,0.221593,13.958401,47.006928,23.774438,9.353098,14.421339,1.584963,0.62354,0.961423,20.92738,1.395159,88.024711,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.946667,0.892698,0.93266,0.933333,0,0,0.000189,0.00041,0.189,0.41,12262,10633,2353,93.333333,35.555556,?
iris,6,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.0002,0.000266,0.2,0.266,12262,10633,2353,100,33.333333,?
iris,6,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.017974,0.070612,4.044118,14.97908,23.774438,0.689528,23.084909,1.584963,0.045969,1.538994,23.084909,1.538994,97.099707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.004,0.000148,0.002569,0.148,2.569,12262,10633,2353,100,35.555556,?
iris,6,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047331,0.21007,10.649578,44.56253,23.774438,8.769911,15.004526,1.584963,0.584661,1.000302,21.510567,1.434038,90.47771,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.953333,0.901587,0.93266,0.933333,0.007,0.002,0.006007,0.001489,6.007,1.489,12262,10633,2353,93.333333,33.333333,?
iris,6,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062037,0.172162,13.958401,36.521038,23.774438,2.848822,20.925615,1.584963,0.189921,1.395041,20.925615,1.395041,88.017288,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0.001,0.000332,0.000411,0.332,0.411,12262,10633,2353,100,40,?
iris,6,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.032626,0.099799,7.340754,21.170482,23.774438,1.270949,22.503488,1.584963,0.08473,1.500233,22.503488,1.500233,94.654135,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000124,0.000174,0.124,0.174,12262,10633,2353,100,37.777778,?
iris,6,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.076797,0.252606,17.279412,53.585741,23.774438,10.34955,13.424887,1.584963,0.68997,0.894992,19.930928,1.328729,83.833436,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.943333,0.891111,0.866667,0.866667,0,0,0.000142,0.000198,0.142,0.198,12262,10633,2353,93.333333,35.555556,?
iris,6,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047277,0.210069,10.63739,44.562354,23.774438,8.768146,15.006292,1.584963,0.584543,1.000419,21.512333,1.434156,90.485138,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.953333,0.901587,0.93266,0.933333,0,0.001,0.000186,0.000187,0.186,0.187,12262,10633,2353,93.333333,33.333333,?
iris,6,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.062092,0.198423,13.970588,42.091976,23.774438,3.262088,20.51235,1.584963,0.217473,1.36749,20.51235,1.36749,86.279013,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.986667,0.977778,0.866667,0.866667,0,0,0.000128,0.000226,0.128,0.226,12262,10633,2353,100,37.777778,?
iris,6,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.017974,0.070612,4.044118,14.97908,23.774438,0.689528,23.084909,1.584963,0.045969,1.538994,23.084909,1.538994,97.099707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000119,0.000164,0.119,0.164,12262,10633,2353,100,35.555556,?
iris,6,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000112,0.000163,0.112,0.163,12262,10633,2353,100,33.333333,?
iris,7,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047331,0.157053,10.649578,33.315973,23.774438,2.265636,21.508802,1.584963,0.151042,1.43392,21.508802,1.43392,90.470288,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.993333,0.977778,0.93266,0.933333,0,0,0.000148,0.000265,0.148,0.265,12262,10633,2353,100,37.777778,?
iris,7,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.076797,0.210585,17.279412,44.671765,23.774438,3.845274,19.929163,1.584963,0.256352,1.328611,19.929163,1.328611,83.826013,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.98,0.956508,0.866667,0.866667,0.001,0,0.000123,0.000165,0.123,0.165,12262,10633,2353,100,40,?
iris,7,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000156,0.000184,0.156,0.184,12262,10633,2353,100,33.333333,?
iris,7,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062092,0.221594,13.970588,47.007095,23.774438,9.354864,14.419573,1.584963,0.623658,0.961305,20.925614,1.395041,88.017283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0.000151,0.000181,0.151,0.181,12262,10633,2353,93.333333,35.555556,?
iris,7,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0.002,0.00091,0.001098,0.91,1.098,12262,10633,2353,100,33.333333,?
iris,7,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.000135,0.000174,0.135,0.174,12262,10633,2353,100,33.333333,?
iris,7,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.062092,0.221594,13.970588,47.007095,23.774438,9.354864,14.419573,1.584963,0.623658,0.961305,20.925614,1.395041,88.017283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.943333,0.891111,0.93266,0.933333,0.001,0,0.000117,0.000166,0.117,0.166,12262,10633,2353,93.333333,35.555556,?
iris,7,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.061951,0.17216,13.93888,36.520723,23.774438,2.845995,20.928443,1.584963,0.189733,1.39523,20.928443,1.39523,88.029181,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.986667,0.95873,0.93266,0.933333,0.001,0,0.000111,0.000168,0.111,0.168,12262,10633,2353,100,40,?
iris,7,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047386,0.210071,10.661765,44.562706,23.774438,8.771677,15.00276,1.584963,0.584778,1.000184,21.508801,1.43392,90.470283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0.001,0.000161,0.000228,0.161,0.228,12262,10633,2353,93.333333,33.333333,?
iris,7,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.01792,0.07061,4.03193,14.978556,23.774438,0.687762,23.086675,1.584963,0.045851,1.539112,23.086675,1.539112,97.107135,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0.002,0.000772,0.001004,0.772,1.004,12270,10633,2353,100,35.555556,?
iris,8,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.03268,0.140328,7.352941,29.768062,23.774438,1.684214,22.090223,1.584963,0.112281,1.472682,22.090223,1.472682,92.91586,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0.001,0.000145,0.000245,0.145,0.245,12262,10633,2353,100,35.555556,?
iris,8,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.061875,0.22159,13.921839,47.006427,23.774438,9.347801,14.426637,1.584963,0.623187,0.961776,20.932677,1.395512,88.046993,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.963333,0.916667,0.93266,0.933333,0,0.001,0.000112,0.00018,0.112,0.18,12262,10633,2353,93.333333,35.555556,?
iris,8,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047386,0.210071,10.661765,44.562706,23.774438,8.771677,15.00276,1.584963,0.584778,1.000184,21.508801,1.43392,90.470283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0,0.000141,0.000202,0.141,0.202,12262,10633,2353,93.333333,33.333333,?
iris,8,4,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000149,0.000202,0.149,0.202,12262,10633,2353,100,33.333333,?
iris,8,5,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.03268,0.0998,7.352941,21.170853,23.774438,1.272715,22.501722,1.584963,0.084848,1.500115,22.501722,1.500115,94.646708,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0.000152,0.00018,0.152,0.18,12262,10633,2353,100,37.777778,?
iris,8,6,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.091503,0.222081,20.588235,47.110496,23.774438,4.428461,19.345976,1.584963,0.295231,1.289732,19.345976,1.289732,81.373013,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.986667,0.95873,0.861111,0.866667,0.001,0,0.00082,0.000179,0.82,0.179,12262,10633,2353,100,42.222222,?
iris,8,7,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.01792,0.07061,4.03193,14.978556,23.774438,0.687762,23.086675,1.584963,0.045851,1.539112,23.086675,1.539112,97.107135,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000118,0.00017,0.118,0.17,12262,10633,2353,100,35.555556,?
iris,8,8,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003268,0.003466,0.735294,0.735294,23.774438,0.106341,23.668096,1.584963,0.007089,1.577873,23.668096,1.577873,99.552707,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0.000197,0.001342,0.197,1.342,12262,10633,2353,100,33.333333,?
iris,8,9,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.047386,0.210071,10.661765,44.562706,23.774438,8.771677,15.00276,1.584963,0.584778,1.000184,21.508801,1.43392,90.470283,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,0.95,0.9,0.93266,0.933333,0,0.001,0.000113,0.00018,0.113,0.18,12262,10633,2353,93.333333,33.333333,?
iris,8,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.076797,0.252606,17.279412,53.585741,23.774438,10.34955,13.424887,1.584963,0.68997,0.894992,19.930928,1.328729,83.833436,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.866667,0.866667,0.866667,0.8,0.943333,0.891111,0.866667,0.866667,0,0.001,0.000109,0.000168,0.109,0.168,12262,10633,2353,93.333333,35.555556,?
iris,9,1,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,15,0,0,100,0,0,1,0.003214,0.003416,0.723107,0.724543,23.774438,0.104576,23.669862,1.584963,0.006972,1.577991,23.669862,1.577991,99.560134,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.000163,0.000224,0.163,0.224,12262,10633,2353,100,33.333333,?
iris,9,2,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,14,1,0,93.333333,6.666667,0,0.9,0.03268,0.140328,7.352941,29.768062,23.774438,1.684214,22.090223,1.584963,0.112281,1.472682,22.090223,1.472682,92.91586,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0.001,0.000115,0.000177,0.115,0.177,12262,10633,2353,100,35.555556,?
iris,9,3,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20220305.0656,135,15,13,2,0,86.666667,13.333333,0,0.8,0.091503,0.297064,20.588235,63.016894,23.774438,17.437013,6.337424,1.584963,1.162468,0.422495,19.349506,1.289967,81.387859,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.9,0.815873,0.861111,0.866667,0,0.001,0.000134,0.000213,0.134,0.213,12262,10633,2353,86.666667,33.333333,?
